Set,Number,Purpose,Chem1,Chem2,Chem3,Chem4,Chem5,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,Mval_01.1,Mval_01.2,Mval_02,Mval_03.1,Mval_03.2,Mval_04,Mval_05,Mval_06.1,Mval_06.2,Remarks
20000124OPE,15,Condition_0003,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,5.78,,86.62,,,,,-0.026,-0.016,
20000124OPE,16,Condition_0003,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,5.40,,86.62,,,,,-0.027,-0.02,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000124OPF,1,Condition_0019,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.29,,88.53,99.12,93.14,28.9,,,,
20000124OPF,2,Condition_0019,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.42,,88.59,99.10,93.22,28.1,,,,
20000124OPF,3,Condition_0019,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.56,,88.62,99.10,92.89,22,,,,
20000124OPF,4,Condition_0019,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.24,,88.56,99.05,92.91,31.7,,,,
20000124OPF,5,Condition_0019,CHM856 [ref],FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.35,,88.59,99.55,96.81,54.8,,,,
20000124OPF,6,Condition_0019,CHM856 [ref],FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.35,,88.53,99.45,96.61,57.2,,,,
20000124OPF,7,Condition_0019,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,3.95,,88.55,99.10,92.71,27.4,,,,
20000124OPF,8,Condition_0019,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.32,,88.64,99.07,92.76,33.9,,,,
20000124OPF,9,Condition_0019,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.51,,88.57,99.07,92.76,26.6,,,,
20000124OPF,10,Condition_0019,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.40,,88.56,99.02,92.32,28.2,,,,
20000124OPF,11,Condition_0019,CHM856-68,FKI68,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.33,,88.54,99.52,96.96,50,,,,
20000124OPF,12,Condition_0019,CHM856-69,FKI69,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.31,,88.52,99.02,92.96,24.4,,,,
20000124OPF,13,Condition_0019,CHM856-69,FKI69,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.26,,88.54,99.00,91.73,52.6,,,,
20000124OPF,14,Condition_0019,CHM856-69,FKI69,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.15,,88.68,99.07,92.58,39.1,,,,
20000124OPF,15,Condition_0019,CHM856-69,FKI69,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.14,,88.54,99.10,92.73,40.4,,,,
20000124OPF,16,Condition_0019,CHM856-69,FKI69,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.53,,88.49,99.47,96.63,52.8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000129OPA,1,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.47,,88.35,98.72,93.60,51,,,,
20000129OPA,2,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.43,,88.40,98.71,93.72,53,,,,
20000129OPA,3,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.49,,88.37,98.87,94.44,44,,,,
20000129OPA,4,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,75,40,200,22,40,30,130,4.47,,88.29,98.66,93.46,66,,,,
20000129OPA,5,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,75,40,200,22,40,30,130,4.21,,88.36,98.93,94.31,41,,,,
20000129OPA,6,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,75,40,200,22,40,30,130,4.46,,88.36,98.98,94.72,40,,,,
20000129OPA,7,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,90,40,200,22,40,30,130,4.51,,88.37,98.99,94.78,36,,,,
20000129OPA,8,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,90,40,200,22,40,30,130,4.57,,88.42,98.85,94.33,39,,,,
20000129OPA,9,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,90,40,200,22,40,30,130,5.20,,88.42,98.65,93.63,46,,,,
20000129OPA,10,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,100,40,200,22,40,30,130,4.41,,88.45,98.83,94.17,47,,,,
20000129OPA,11,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,100,40,200,22,40,30,130,4.98,,88.55,98.07,81.35,x,,,,
20000129OPA,12,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,100,40,200,22,40,30,130,4.62,,88.39,98.94,94.92,32,,,,
20000129OPA,13,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,100,40,200,22,40,30,130,4.51,,88.43,98.94,94.67,34,,,,
20000129OPA,14,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,110,40,200,22,40,30,130,4.40,,88.48,98.90,94.70,36,,,,
20000129OPA,15,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,110,40,200,22,40,30,130,4.44,,88.42,98.92,94.71,32,,,,
20000129OPA,16,Condition_0020,CHM856 [ref],FKI,15,,810,PJ-1,100,90,110,40,200,22,40,30,130,4.45,,88.43,99.00,95.17,27,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000130OPH,1,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.72,,87.31,,,,,-0.03,-0.012,
20000130OPH,2,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.47,,87.24,,,,,-0.034,-0.024,
20000130OPH,3,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.65,,87.19,,,,,-0.024,-0.011,
20000130OPH,4,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.50,,87.18,,,,,-0.024,-0.018,
20000130OPH,5,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.57,,87.28,,,,,-0.03,-0.019,
20000130OPH,6,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.61,,87.40,,,,,-0.03,-0.018,
20000130OPH,7,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.58,,87.38,,,,,-0.031,-0.021,
20000130OPH,8,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.50,,87.29,,,,,-0.029,-0.011,
20000130OPH,9,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,44,40,30,130,4.22,,86.89,,,,,-0.039,-0.025,
20000130OPH,10,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,44,40,30,130,3.96,,86.82,,,,,-0.042,-0.029,
20000130OPH,11,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,44,40,30,130,x,,x,,,,,x,x,
20000130OPH,12,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,44,40,30,130,4.59,,86.74,,,,,-0.034,-0.023,
20000130OPH,13,Condition_0022,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,44,40,30,130,4.57,,88.15,98.84,92.48,40.4,,,,
20000130OPH,14,Condition_0022,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,44,40,30,130,4.58,,88.12,98.85,93.02,45.9,,,,
20000130OPH,15,Condition_0022,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,44,40,30,130,4.61,,88.14,98.63,91.98,45.5,,,,
20000130OPH,16,Condition_0022,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,44,40,30,130,4.00,,88.13,98.89,93.73,52.7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000131OPE,1,Condition_0023,CHM856 [ref],FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.37,,88.47,,,,,-0.02,-0.012,
20000131OPE,2,Condition_0023,CHM856 [ref],FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.23,,88.46,,,,,-0.022,-0.014,
20000131OPE,3,Condition_0023,CHM856 [ref],FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.24,,88.41,,,,,-0.025,-0.016,
20000131OPE,4,Condition_0023,CHM856 [ref],FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,88.38,,,,,-0.021,-0.015,
20000131OPE,5,Condition_0023,CHM856-68,FKI68,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.39,,88.44,,,,,-0.022,-0.015,
20000131OPE,6,Condition_0023,CHM856-68,FKI68,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.29,,88.43,,,,,-0.022,-0.015,
20000131OPE,7,Condition_0023,CHM856-68,FKI68,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.31,,88.39,,,,,-0.022,-0.014,
20000131OPE,8,Condition_0023,CHM856-68,FKI68,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.32,,88.40,,,,,-0.022,-0.016,
20000131OPE,9,Condition_0023,CHM856-69,FKI69,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.46,,88.49,,,,,-0.018,-0.01,
20000131OPE,10,Condition_0023,CHM856-69,FKI69,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.58,,88.48,,,,,-0.023,-0.016,
20000131OPE,11,Condition_0023,CHM856-69,FKI69,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.49,,88.44,,,,,-0.024,-0.017,
20000131OPE,12,Condition_0023,CHM856-69,FKI69,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.37,,88.43,,,,,-0.021,-0.016,
20000131OPE,13,Condition_0024,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,87.26,,,,,-0.039,-0.028,
20000131OPE,14,Condition_0024,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.29,,87.26,,,,,-0.039,-0.027,
20000131OPE,15,Condition_0024,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.36,,87.26,,,,,-0.042,-0.03,
20000131OPE,16,Condition_0024,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.44,,87.25,,,,,-0.038,-0.027,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000131OPF,1,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.41,,88.47,,,,,-0.039,-0.019,
20000131OPF,2,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.35,,88.42,,,,,-0.042,-0.021,
20000131OPF,3,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.41,,88.38,,,,,-0.019,-0.011,
20000131OPF,4,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,75,40,200,22,40,30,130,4.17,,88.41,,,,,-0.015,-0.007,
20000131OPF,5,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,75,40,200,22,40,30,130,4.39,,88.47,,,,,-0.02,-0.015,
20000131OPF,6,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,75,40,200,22,40,30,130,4.26,,88.46,,,,,-0.052,-0.016,
20000131OPF,7,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,90,40,200,22,40,30,130,4.39,,88.42,,,,,-0.023,-0.013,
20000131OPF,8,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,90,40,200,22,40,30,130,4.21,,88.35,,,,,-0.02,-0.014,
20000131OPF,9,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,90,40,200,22,40,30,130,4.46,,88.36,,,,,-0.018,-0.011,
20000131OPF,10,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,100,40,200,22,40,30,130,4.26,,88.45,,,,,-0.025,-0.015,
20000131OPF,11,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,100,40,200,22,40,30,130,4.22,,88.34,,,,,-0.022,-0.014,
20000131OPF,12,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,100,40,200,22,40,30,130,4.21,,88.38,,,,,-0.021,-0.017,
20000131OPF,13,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,100,40,200,22,40,30,130,4.17,,88.49,,,,,-0.02,-0.013,
20000131OPF,14,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,110,40,200,22,40,30,130,4.22,,88.63,,,,,-0.022,-0.01,
20000131OPF,15,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,110,40,200,22,40,30,130,4.08,,88.51,,,,,-0.023,-0.014,
20000131OPF,16,Condition_0025,CHM856,FKI66,15,,810,Sub-II,100,90,110,40,200,22,40,30,130,4.15,,88.45,,,,,-0.02,-0.013,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000206OPH,1,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.59,,87.36,,,,,-0.094,-0.026,
20000206OPH,2,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.75,,87.36,,,,,x,-0.026,
20000206OPH,3,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.48,,87.29,,,,,-0.029,-0.019,
20000206OPH,4,Condition_0021,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.46,,87.24,,,,,-0.042,-0.028,
20000206OPH,5,Condition_0026,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.29,,87.29,,,,,-0.037,,
20000206OPH,6,Condition_0026,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.53,,87.34,,,,,-0.038,,
20000206OPH,7,Condition_0026,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.12,,87.28,,,,,-0.039,,
20000206OPH,8,Condition_0026,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.72,,87.30,,,,,-0.037,,
20000206OPH,9,Condition_0027,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.31,,87.44,,,,,-0.04,,
20000206OPH,10,Condition_0027,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.43,,87.52,,,,,-0.035,,
20000206OPH,11,Condition_0027,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.65,,87.50,,,,,-0.038,,
20000206OPH,12,Condition_0027,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.47,,87.66,,,,,-0.034,,
20000206OPH,13,Condition_0027,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.44,,87.57,,,,,-0.031,,
20000206OPH,14,Condition_0027,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.45,,87.47,,,,,-0.033,,
20000206OPH,15,Condition_0027,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.33,,87.54,,,,,-0.036,,
20000206OPH,16,Condition_0027,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.27,,87.60,,,,,-0.035,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000207OPE,1,Condition_0028,CHM844,EUD,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.25,,88.37,99.00,94.52,31,,,,
20000207OPE,2,Condition_0029,CHM844,EUD,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.30,,88.36,98.09,78.79,501,,,,
20000207OPE,3,Condition_0029,CHM844,EUD,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.53,,88.31,98.12,80.79,429,,,,
20000207OPE,4,Condition_0029,CHM844,EUD,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,,,,98.02,79.42,477,,,,
20000207OPE,5,Condition_0029,CHM844,EUD,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,,,,98.14,65.33,961,,,,
20000207OPE,6,Condition_0028,,FPL1,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.31,,88.49,98.95,94.57,24,,,,
20000207OPE,7,Condition_0029,,FPL1,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.41,,88.46,98.35,80.19,990,,,,
20000207OPE,8,Condition_0029,,FPL1,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.47,,88.56,98.30,81.28,433,,,,
20000207OPE,9,Condition_0029,,FPL1,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,,,,98.52,82.28,472,,,,
20000207OPE,10,Condition_0029,,FPL1,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,,,,98.24,82.41,438,,,,
20000207OPE,11,Condition_0030,,FUI,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.03,,88.36,99.02,94.42,29,,,,
20000207OPE,12,Condition_0029,,FUI,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.27,,88.33,97.87,78.29,528,,,,
20000207OPE,13,Condition_0029,,FUI,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.29,,88.40,97.94,79.26,485,,,,
20000207OPE,14,Condition_0029,,FUI,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,,,,98.22,83.92,381,,,,
20000207OPE,15,Condition_0029,,FUI,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,,,,98.27,81.68,454,,,,
20000207OPE,16,Condition_0030,,EUD,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.16,,88.38,98.95,94.34,34,,,,
20000207OPE,17,Condition_0029,,EUD,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.32,,88.31,97.97,78.18,553,,,,
20000207OPE,18,Condition_0029,,EUD,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,4.42,,88.31,98.12,81.90,435,,,,
20000207OPE,19,Condition_0029,,EUD,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,,,,98.19,82.95,389,,,,
20000207OPE,20,Condition_0029,,EUD,15,,4TSV5HI5,PJ-1,100,90,80,40,200,22,40,30,130,,,,98.14,83.14,409,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000207OPF,1,Condition_0031,CHM856 [ABAB],FKI66,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.36,,88.45,99.40,96.40,62.9,,,,
20000207OPF,2,Condition_0031,CHM856 [ABAB],FKI66,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.18,,88.51,99.52,96.73,57,,,,
20000207OPF,3,Condition_0031,CHM856 [ABAB],FKI66,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.28,,88.40,99.52,97.11,47.5,,,,
20000207OPF,4,Condition_0032,CHM856 [ref],FKI66,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.33,,88.42,99.40,96.53,59.6,,,,
20000207OPF,5,Condition_0032,CHM856 [ref],FKI66,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.31,,88.58,99.37,96.48,54.3,,,,
20000207OPF,6,Condition_0032,CHM856 [ref],FKI66,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.35,,88.36,99.47,97.26,39.7,,,,
20000207OPF,7,Condition_0032,CHM856 [ref],FKI66,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.26,,88.42,99.32,96.81,52.7,,,,
20000207OPF,8,Condition_0033,CHM843 [ref],FKI66,15,,4TSV4HI6,Sub-II,100,90,80,40,200,22,40,30,130,4.22,,87.56,,,,,-0.033,-0.025,
20000207OPF,9,Condition_0033,CHM843 [ref],FKI66,15,,4TSV4HI6,Sub-II,100,90,80,40,200,22,40,30,130,4.39,,87.62,,,,,-0.035,-0.025,
20000207OPF,10,Condition_0033,CHM843 [ref],FKI66,15,,4TSV4HI6,Sub-II,100,90,80,40,200,22,40,30,130,4.16,,87.65,,,,,-0.03,-0.022,
20000207OPF,11,Condition_0034,CHM843 [AM12],FKI66,15,,4TSV26HR24HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.28,,87.70,,,,,-0.029,-0.013,
20000207OPF,12,Condition_0034,CHM843 [AM12],FKI66,15,,4TSV26HR24HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.12,,87.67,,,,,-0.031,-0.023,
20000207OPF,13,Condition_0034,CHM843 [AM12],FKI66,15,,4TSV26HR24HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.25,,87.79,,,,,-0.024,-0.019,
20000207OPF,14,Condition_0035,CHM843 [AM02],FKI66,15,,4TSV26HR14HI60,Sub-II,100,90,80,40,200,22,40,30,130,4.25,,87.74,,,,,-0.029,-0.02,
20000207OPF,15,Condition_0035,CHM843 [AM02],FKI66,15,,4TSV26HR14HI60,Sub-II,100,90,80,40,200,22,40,30,130,4.12,,87.68,,,,,-0.038,-0.026,
20000207OPF,16,Condition_0035,CHM843 [AM02],FKI66,15,,4TSV26HR14HI60,Sub-II,100,90,80,40,200,22,40,30,130,4.13,,87.62,,,,,-0.035,-0.025,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000214OPE,1,Condition_0036,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.23,,88.43,98.80,92.66,30,,,,
20000214OPE,2,Condition_0036,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.26,,88.42,98.07,81.93,325,,,,
20000214OPE,3,Condition_0036,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.27,,88.40,97.99,81.00,378,,,,
20000214OPE,4,Condition_0036,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.27,,88.38,98.09,81.36,391,,,,
20000214OPE,5,Condition_0036,CHM856 [ref],FKI,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.10,,88.32,98.02,81.11,373,,,,
20000214OPE,6,Condition_0036,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,3.96,,88.34,98.67,91.52,28,,,,
20000214OPE,7,Condition_0036,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.19,,88.30,98.04,81.55,339,,,,
20000214OPE,8,Condition_0036,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.27,,88.32,97.92,82.14,320,,,,
20000214OPE,9,Condition_0036,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,3.93,,88.42,98.17,82.71,346,,,,
20000214OPE,10,Condition_0036,CHM856-68,FKI68,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.24,,88.40,98.12,82.06,345,,,,
20000214OPE,11,Condition_0036,CHM856-69,FKI69,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.23,,88.51,98.85,92.60,26,,,,
20000214OPE,12,Condition_0036,CHM856-69,FKI69,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.18,,88.45,98.24,84.10,304,,,,
20000214OPE,13,Condition_0036,CHM856-69,FKI69,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.01,,88.42,97.94,80.35,413,,,,
20000214OPE,14,Condition_0036,CHM856-69,FKI69,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.26,,88.44,98.22,83.11,315,,,,
20000214OPE,15,Condition_0036,CHM856-69,FKI69,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.16,,88.44,97.79,81.00,359,,,,
20000214OPE,16,Condition_0036,CHM856-69,FKI69,15,,810,PJ-1,100,90,80,40,200,22,40,30,130,4.14,,88.46,98.24,83.43,334,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000214OPH,1,Condition_0037,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.76,,87.27,,,,,-0.036,-0.025,
20000214OPH,2,Condition_0037,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.31,,87.24,,,,,-0.039,-0.029,
20000214OPH,3,Condition_0037,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.70,,87.29,,,,,-0.034,-0.023,
20000214OPH,4,Condition_0037,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.55,,87.22,,,,,-0.04,-0.028,
20000214OPH,5,Condition_0037,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.55,,87.16,,,,,-0.041,-0.028,
20000214OPH,6,Condition_0037,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.69,,87.19,,,,,-0.041,-0.027,
20000214OPH,7,Condition_0037,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.68,,87.24,,,,,-0.04,-0.028,
20000214OPH,8,Condition_0037,,FKI65,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.57,,87.20,,,,,-0.041,-0.028,
20000214OPH,9,Condition_0038,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.34,,87.14,,,,,-0.045,-0.03,
20000214OPH,10,Condition_0038,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.63,,87.13,,,,,-0.043,-0.029,
20000214OPH,11,Condition_0038,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.29,,87.06,,,,,-0.045,-0.033,
20000214OPH,12,Condition_0038,,FKI66,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.54,,87.16,,,,,-0.044,-0.031,
20000214OPH,13,Condition_0039,,FQG1,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.33,,87.47,,,,,-0.04,-0.024,
20000214OPH,14,Condition_0039,,FQG1,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.92,,87.55,,,,,-0.04,-0.026,
20000214OPH,15,Condition_0039,,FQG1,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.58,,87.35,,,,,-0.038,-0.025,
20000214OPH,16,Condition_0039,,FQG1,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.54,,87.55,,,,,-0.037,-0.026,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20000221OPH,1,Condition_0040,CHM843,FKI57,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.57,,87.93,,,,,-0.031,-0.022,
20000221OPH,2,Condition_0040,CHM843,FKI57,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.61,,87.96,,,,,-0.035,-0.027,
20000221OPH,3,Condition_0040,CHM843,FKI57,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.65,,87.85,,,,,-0.033,-0.025,
20000221OPH,4,Condition_0040,CHM843,FKI57,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.29,,87.82,,,,,-0.031,-0.022,
